,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,Age,Height,Weight,Number of siblings,Gender_female,Gender_male,Left - right handed_left handed,Left - right handed_right handed,Education_college/bachelor degree,Education_currently a primary school pupil,Education_doctorate degree,Education_masters degree,Education_primary school,Education_secondary school,Only child_no,Only child_yes,Village - town_city,Village - town_village,House - block of flats_block of flats,House - block of flats_house/bungalow
827,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,20.0,168.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
829,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,20.0,162.0,50.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
833,5.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,19.0,193.0,77.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
834,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,21.0,179.0,76.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
835,5.0,1.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,19.0,190.0,76.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
836,5.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,19.0,187.0,88.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
838,5.0,5.0,4.0,5.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,4.0,21.0,170.0,58.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
839,5.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,23.0,163.0,68.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
840,4.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,24.0,169.0,53.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
844,5.0,5.0,3.0,5.0,5.0,1.0,4.0,3.0,2.0,5.0,3.0,5.0,30.0,184.0,78.0,2.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
846,5.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,23.0,171.0,54.0,4.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
848,3.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,19.0,184.0,60.0,4.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
850,5.0,1.0,4.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,1.0,4.0,17.0,175.0,68.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
852,5.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,19.0,175.0,75.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
854,4.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,27.0,180.0,75.0,0.0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0
855,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,19.0,180.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1
856,5.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,17.0,156.0,51.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
857,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,20.0,192.0,80.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
860,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,20.0,182.0,88.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
863,5.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,21.0,195.0,82.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
864,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,20.0,185.0,85.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
865,5.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,17.0,182.0,79.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
866,3.0,1.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,23.0,185.0,90.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
867,5.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,25.0,172.0,56.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
869,5.0,2.0,2.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,18.0,170.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
870,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,25.0,168.0,63.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
872,5.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,20.0,182.0,73.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
874,5.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,18.0,162.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
876,5.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,19.0,182.0,72.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
877,5.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,5.0,1.0,5.0,22.0,189.0,89.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
878,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,26.0,182.0,76.0,3.0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
879,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,23.0,185.0,87.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
880,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,18.0,162.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
881,5.0,2.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,18.0,170.0,54.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
883,5.0,2.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,4.0,19.0,168.0,57.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
884,5.0,1.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,5.0,19.0,175.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
886,5.0,5.0,5.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,5.0,21.0,187.0,85.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
888,5.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,20.0,175.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
890,5.0,2.0,2.0,5.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,5.0,20.0,180.0,57.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
892,5.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,19.0,181.0,70.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
894,5.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,19.0,158.0,45.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
896,5.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,22.0,174.0,83.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
897,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,23.0,183.0,85.0,2.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
900,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,21.0,176.0,80.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
901,5.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,22.0,173.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
903,3.0,2.0,2.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,19.0,188.0,75.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
904,5.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,24.0,160.0,55.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
905,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,23.0,170.0,63.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
906,5.0,5.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,21.0,164.0,52.0,2.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
907,4.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,22.0,167.0,50.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
909,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,28.0,166.0,58.0,2.0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
910,5.0,1.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,18.0,165.0,48.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
913,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,21.0,164.0,52.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
914,5.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,20.0,171.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
915,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,18.0,170.0,65.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
916,5.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,21.0,175.0,55.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
917,5.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,20.0,185.0,80.0,1.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
919,5.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,21.0,165.0,50.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
922,5.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0,3.0,5.0,1.0,5.0,20.0,175.0,67.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
923,5.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,23.0,163.0,59.0,3.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
924,5.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,19.0,155.0,50.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
926,5.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,5.0,22.0,183.0,70.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
927,5.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,1.0,4.0,19.0,163.0,56.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
928,5.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,19.0,153.0,44.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
930,5.0,3.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,18.0,165.0,45.0,5.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
931,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,18.0,178.0,80.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
932,5.0,1.0,1.0,5.0,4.0,3.0,1.0,5.0,4.0,2.0,1.0,3.0,20.0,155.0,45.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
933,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,17.0,170.0,50.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
936,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,21.0,171.0,66.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
937,5.0,1.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,18.0,167.0,62.0,4.0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
938,5.0,1.0,5.0,4.0,2.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,19.0,166.0,63.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
944,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,19.0,162.0,47.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
947,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,16.0,180.0,55.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
952,4.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,19.0,179.0,60.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
953,5.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,20.0,165.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
955,4.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,19.0,166.0,51.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
957,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,20.0,175.0,65.0,5.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
959,4.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,24.0,176.0,48.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
961,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,20.0,172.0,75.0,3.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1
962,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,21.0,167.0,56.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
966,5.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,2.0,1.0,19.0,170.0,55.0,1.0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
967,5.0,4.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,18.0,187.0,71.0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
969,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,19.0,180.0,70.0,2.0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0
970,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,22.0,187.0,82.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
971,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,18.0,177.0,60.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
972,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,19.0,178.0,88.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
974,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,21.0,183.0,73.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
976,5.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,19.0,172.0,62.0,1.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
977,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,19.0,183.0,83.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
978,5.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,21.0,165.0,60.0,2.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
979,5.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,19.0,194.0,90.0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0
981,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,19.0,168.0,57.0,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
982,4.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,18.0,178.0,70.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
985,5.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,20.0,167.0,53.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
986,4.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,1.0,19.0,161.0,60.0,3.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
989,3.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,30.0,168.0,54.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
990,5.0,2.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,29.0,180.0,93.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
991,5.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,3.0,5.0,21.0,172.0,80.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
995,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,4.0,18.0,163.0,53.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
998,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,28.0,192.0,105.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
1000,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,2.0,2.0,16.0,153.0,62.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
1001,3.0,4.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,18.0,160.0,63.0,2.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
1003,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,20.0,172.0,63.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
1004,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,22.0,175.0,60.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
1005,5.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,1.0,4.0,20.0,164.0,57.0,1.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
1007,4.0,5.0,5.0,3.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,18.0,173.0,75.0,0.0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
1008,5.0,3.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,3.0,1.0,4.0,25.0,173.0,58.0,1.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
1009,5.0,2.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,21.0,185.0,72.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
